idea_text,label,source
BootIllusions - Fashion/Beauty: Boot Illusions - Women's Shoes,,SharkTank
AirBedz - Travel: AirBedz - Furniture,,SharkTank
Skyride - Fitness/Sports/Outdoors: Skyride - Outdoor Recreation,,SharkTank
DanceWithMe - Fitness/Sports/Outdoors: Dance With Me - Fitness Programs,,SharkTank
WildSquirrelNutButter - Food and Beverage: Wild Squirrel Nut Butter - Specialty Food,,SharkTank
MixBikini - Fashion/Beauty: Mix Bikini - Women's Apparel,,SharkTank
Cab20RockBand - Media/Entertainment: Cab20 Rock Band - Entertainment,,SharkTank
RemyxxReKixxSneakers - Fashion/Beauty: Remyxx ReKixx Sneakers - Men and Women's Shoes,,SharkTank
UniKeyTechnologies - Software/Tech: UniKey Technologies - Electronics,,SharkTank
TheNitroForceTitan1000 - Fitness/Sports/Outdoors: The NitroForce Titan 1000 - Fitness Equipment,,SharkTank
CougarLimited - Food and Beverage: Cougar Limited - Non-Alcoholic Beverages,,SharkTank
BevBuckle - Liquor/Alcohol: Bev Buckle - Novelties,,SharkTank
BuggyBeds - Lifestyle/Home: Buggy Beds - Pest Control,,SharkTank
CoatChex - Business Services: Coat Chex - Consumer Services,,SharkTank
BodyWalking - Fashion/Beauty: Body Walking - Fitness Programs,,SharkTank
SurfSetFitness - Fitness/Sports/Outdoors: SurfSet Fitness - Fitness Programs,,SharkTank
CATEapp - Software/Tech: CateApp - Mobile Apps,,SharkTank
AlphaM - Business Services: Alpha M - Consumer Services,,SharkTank
eCreamery - Food and Beverage: eCreamery - Specialty Food,,SharkTank
RockBands - Fashion/Beauty: Rock Bands - Men and Women's Accessories,,SharkTank
PostureNow - Health/Wellness: Posture Now - Health and Well-Being,,SharkTank
FuzziBunz - Children/Education: FuzziBunz - Baby and Child Care,,SharkTank
LizLovelyCookies - Food and Beverage: Liz Lovely Cookies - Specialty Food,,SharkTank
BagBowl - Lifestyle/Home: Bag Bowl - Kitchen Tools,,SharkTank
Back9Dips - Food and Beverage: Back 9 Dips - Specialty Food,,SharkTank
LifterHamper - Lifestyle/Home: Lifter Hamper - Productivity Tools,,SharkTank
Zomm - Lifestyle/Home: Zomm - Mobile Apps,,SharkTank
CozyBug - Fashion/Beauty: Cozy Bug - Baby and Children's Apparel and Accessories,,SharkTank
MarzSprays - Health/Wellness: Marz Sprays - Homeopathic Remedies,,SharkTank
WiredWaffles - Food and Beverage: Wired Waffles - Specialty Food,,SharkTank
TheSpatty - Food and Beverage: The Spatty and The Spaddy Dadd - Personal Care and Cosmetics,,SharkTank
PRO-NRG - Food and Beverage: PRO-NRG - Non-Alcoholic Beverages,,SharkTank
CousinsMaineLobster - Food and Beverage: Cousins Maine Lobster - Specialty Food,,SharkTank
FreakerUSA - Food and Beverage: Freaker USA - Novelties,,SharkTank
EcoNutsSoap - Lifestyle/Home: EcoNutsSoap - Storage and Cleaning Products,,SharkTank
SBU - Fitness/Sports/Outdoors: SBU - Cycling,,SharkTank
ScrubDaddy - Lifestyle/Home: Scrub Daddy - Kitchen Tools,,SharkTank
TheShemie - Fashion/Beauty: The Shemie - Undergarments and Basics,,SharkTank
TheBear&TheRat - Pet Products: The Bear & The Rat - Pet Products,,SharkTank
TheCoolWazoo - Children/Education: The Cool Wazoo - Baby and Child Care,,SharkTank
PlateTopper - Food and Beverage: Plate Topper - Kitchen Tools,,SharkTank
NoFlyCone - Pet Products: No Fly Cone - Pest Control,,SharkTank
DriveSuits - Uncertain/Other: Drive Suits - Costumes,,SharkTank
IceChipsCandy - Food and Beverage: Ice Chips Candy - Specialty Food,,SharkTank
ReVestor - Software/Tech: ReVestor - Online Services,,SharkTank
PCClassesOnline - Software/Tech: PC Classes Online - Online Services,,SharkTank
RuckPack - Fashion/Beauty: Ruck Pack Combat Nutrition - Specialty Food,,SharkTank
NearlyNewlywed - Fashion/Beauty: Nearly Newlywed - Weddings,,SharkTank
TieTry - Fashion/Beauty: Tie Try - Men's Accessories,,SharkTank
CorksAway - Food and Beverage: Corks Away - Entertainment,,SharkTank
TheLivingChristmasCompany - Lifestyle/Home: The Living Christmas Company - Holiday Cheer,,SharkTank
TheCoop - Children/Education: The Coop - Baby and Children's Entertainment,,SharkTank
PartiePoche - Fashion/Beauty: Partie Poche - Women's Accessories,,SharkTank
FatAssFudge - Food and Beverage: Fat Ass Fudge - Specialty Food,,SharkTank
HotTot - Children/Education: Hot Tot - Baby and Child Care,,SharkTank
TheGameFaceCompany - Fashion/Beauty: The GameFace Company - Novelties,,SharkTank
DuraTent - Food and Beverage: Dura Tent - Outdoor Recreation,,SharkTank
ARKEG - Lifestyle/Home: ARKEG - Party Supplies,,SharkTank
CoffeeJoulies - Food and Beverage: Coffee Joulies - Novelties,,SharkTank
TeddyNeedsABath - Children/Education: Teddy Needs A Bath- Storage and Cleaning Products,,SharkTank
Urbio - Lifestyle/Home: Urbio - Gardening,,SharkTank
SubZeroIceCream - Food and Beverage: Sub Zero Ice Cream - Specialty Food,,SharkTank
SoundBender - Electronics: Sound Bender - Electronics,,SharkTank
Bibitec - Children/Education: Bibitec Bibs - Baby and Child Care,,SharkTank
CuddleTunes - Children/Education: Cuddle Story Telling Bear - Toys and Games,,SharkTank
XeroShoes - Fitness/Sports/Outdoors: Invisible Xero Shoes - Men and Women's Shoes,,SharkTank
HoodiePillow - Lifestyle/Home: Hoodie Pillow - Novelties,,SharkTank
GetGrinds - Food and Beverage: Get Grinds - Specialty Food,,SharkTank
GreenGarmento - Fashion/Beauty: Green Garmento - Storage and Cleaning Products,,SharkTank
MyColdSnap - Food and Beverage: My Cold Snap - Novelties,,SharkTank
SmartWheel - Automotive: The Smart Wheel - Automotive,,SharkTank
HowDoYouRoll? - Food and Beverage: HDYR Sushi Bars - Specialty Food,,SharkTank
GottaHaveS'More - Food and Beverage: Gotta Have S'More - Specialty Food,,SharkTank
PrettyPaddedRoom - Health/Wellness: Pretty Padded Room - Online Services,,SharkTank
Addison'sWonderland - Children/Education: Addison's Wonderland - Baby and Children's Bedding,,SharkTank
HipChixs - Fashion/Beauty: Hip Chixs - Women's Apparel,,SharkTank
ProofEyeWear - Fashion/Beauty: Proof Eye Wear - Men and Women's Accessories,,SharkTank
MuddyWaterCamo - Fitness/Sports/Outdoors: Muddy Water Camo - Outdoor Recreation,,SharkTank
JeskaShoeCompany - Fashion/Beauty: Jeska Shoe Company - Women's Shoes,,SharkTank
Nuts'nMore - Food and Beverage: Nuts n More - Specialty Food,,SharkTank
NeoInnovations - Health/Wellness: Neo Innovations - Homeopathic Remedies,,SharkTank
PSIBands - Health/Wellness: PSI Bands - Homeopathic Remedies,,SharkTank
CordaRoy's - Lifestyle/Home: CordaRoy's Bean Bag Beds - Furniture,,SharkTank
Lose12Inches - Fitness/Sports/Outdoors: Lose 12 - Fitness Programs,,SharkTank
BabyLovesDisco - Children/Education: Baby Loves Disco - Baby and Children's Entertainment,,SharkTank
CellHelmet - Electronics: Cell Helmet - Electronics,,SharkTank
CoolWraps - Lifestyle/Home: CoolWraps - Holiday Cheer,,SharkTank
SimpleSugarScrubs - Fashion/Beauty: Simple Sugar Scrubs - Personal Care and Cosmetics,,SharkTank
DropStop - Automotive: Drop Stop - Automotive,,SharkTank
TraditionalFisheries - Food and Beverage: Traditional Fisheries - Specialty Food,,SharkTank
GobieH20 - Travel: GOBIE H20 - Water Bottles,,SharkTank
LiddUp - Food and Beverage: LiddUp Coolers - Novelties,,SharkTank
Rootsuit - Fashion/Beauty: Rootsuit - Costumes,,SharkTank
EchoValleyMeats - Food and Beverage: Echo Valley Meats - Specialty Food,,SharkTank
WickedGoodCupCakes - Food and Beverage: Wicked Good Cup Cakes - Specialty Food,,SharkTank
TheMissionBelt - Fashion/Beauty: The Mission Belt - Men's Accessories,,SharkTank
ShellBobbers - Fitness/Sports/Outdoors: Shell Bobbers - Outdoor Recreation,,SharkTank
TremontElectric - Green/CleanTech: Tremont Electric - Outdoor Recreation,,SharkTank
Mee-Ma'sGumbo - Food and Beverage: Me-Ma's Gumbo Bricks - Specialty Food,,SharkTank
MistoBox - Food and Beverage: Misto Box Coffee Club - Specialty Food,,SharkTank
VermontButcherBlock - Lifestyle/Home: Vermont Butcher Block and Board- Kitchen Tools,,SharkTank
SquirrelBoss - Pet Products: Squirrel Boss Bird Feeder - Pest Control,,SharkTank
PinkShutterPhotoBooths - Media/Entertainment: Pink Shutter Photo Booths - Entertainment,,SharkTank
KaZAM - Fitness/Sports/Outdoors: KaZam Balancing Bike's - Toys and Games,,SharkTank
Baby'sBadassBurgers - Food and Beverage: Baby's Badass Burgers - Specialty Food,,SharkTank
TrackDays - Media/Entertainment: Track Days - Entertainment,,SharkTank
StellaValle - Fashion/Beauty: Stella Valle Jewelry - Women's Accessories,,SharkTank
GeekChic - Fashion/Beauty: Geek Chic - Furniture,,SharkTank
LugLess - Travel: LugLess - Consumer Services,,SharkTank
JonesScones - Food and Beverage: Jones Scones - Specialty Food,,SharkTank
Ryan'sBarkery - Pet Products: Ryan's Barkery Ryâ€™s Ruffery - Pet Products,,SharkTank
VerbalizeIt - Business Services: Verbalize It App - Online Services,,SharkTank
TomnChee - Food and Beverage: Tom n Chee - Specialty Food,,SharkTank
ThreeDayRule - Software/Tech: Three Day Rule - Online Services,,SharkTank
SweetBallz - Food and Beverage: Sweet Ballz - Specialty Food,,SharkTank
PostcardOnTheRun - Software/Tech: Postcard on the Run - Online Services,,SharkTank
Lynnae'sGourmetPickles - Food and Beverage: Lynnaes Gourmet Pickles - Specialty Food,,SharkTank
RoloDoc - Health/Wellness: RoloDoc - Online Services,,SharkTank
Kane&Couture - Pet Products: Kane & Couture Dog Clothes - Pet Products,,SharkTank
Breathometer - Health/Wellness: Breathometer - Automotive,,SharkTank
MangoMango - Food and Beverage: Mango Mango Preserve - Specialty Food,,SharkTank
ManMedals - Uncertain/Other: Man Medals - Novelties,,SharkTank
Freeloader - Travel: Freeloader Child Carrier - Baby and Child Care,,SharkTank
RapidRamenCooker - Food and Beverage: Rapid Ramen Cooker - Kitchen Tools,,SharkTank
FairyTaleWishes - Children/Education: Fairy Tale Wishes - Baby and Child Care,,SharkTank
KooknKap - Food and Beverage: Kook n' Kap - Kitchen Tools,,SharkTank
ScreenMend - Lifestyle/Home: Screen Mend - Home Improvement,,SharkTank
Hamboards - Fitness/Sports/Outdoors: Hamboards Skateboard/Surfboard - Outdoor Recreation,,SharkTank
SundayNightSlowJams - Lifestyle/Home: R Dubs Sunday Night Slow Jams - Entertainment,,SharkTank
Scan - Software/Tech: Scan. Me App - Mobile Apps,,SharkTank
VeggieMamaGardenPops - Food and Beverage: Veggie Mama Garden Pops - Baby and Children's Food,,SharkTank
RuffleButts - Fashion/Beauty: Ruffle Butts - Rugged Butts - Baby and Children's Apparel and Accessories,,SharkTank
BareEase - Lifestyle/Home: Bare Ease Bikini Waxing - Personal Care and Cosmetics,,SharkTank
RentAGoat - Pet Products: Rent A Goat - Professional Services,,SharkTank
TotalMerchantResources - Business Services: Total Merchant Resources - Professional Services,,SharkTank
TenThirtyOneProductions - Media/Entertainment: Ten Thirty One Haunted Hayrides - Entertainment,,SharkTank
FiberFix - Lifestyle/Home: Fiber Fix Tape - Home Improvement,,SharkTank
ElephantChat - Uncertain/Other: Elephant Chat - Novelties,,SharkTank
180Cup - Lifestyle/Home: 180 Party Cup - Party Supplies,,SharkTank
Tree-T-Pee - Green/CleanTech: Tree-T-Pee - Gardening,,SharkTank
BetterLife - Green/CleanTech: Better Life Cleaning Products - Storage and Cleaning Products,,SharkTank
KymeraBodyBoard - Fitness/Sports/Outdoors: Kymera Electric Surfboards - Outdoor Recreation,,SharkTank
PaparazziProposals - Lifestyle/Home: Paparazzi Proposals - Weddings,,SharkTank
SchulziesBreadPudding - Food and Beverage: Schulzies Bread Pudding - Specialty Food,,SharkTank
BellyBuds - Health/Wellness: BellyBuds - Maternity,,SharkTank
PetPaint - Pet Products: PetPaint - Pet Products,,SharkTank
SurpriseRide - Children/Education: Surprise Ride - Toys and Games,,SharkTank
Slawsa - Food and Beverage: Slawsa - Specialty Food,,SharkTank
DoorBot - Lifestyle/Home: DoorBot - Home Security Solutions,,SharkTank
MagicMoments - Software/Tech: Magic Moments - Online Services,,SharkTank
Grace&Lace - Fashion/Beauty: Grace & Lace Knitted Boot Socks - Women's Accessories,,SharkTank
Yubo - Children/Education: Yubo Customized Lunch Boxes - Toys and Games,,SharkTank
PurseCase - Fashion/Beauty: PurseCase - Women's Accessories,,SharkTank
Chocomize - Food and Beverage: Chocomize Chocolate Bars - Specialty Food,,SharkTank
Bubbaâ€™s-QBBQ - Food and Beverage: boneless baby back ribs,,SharkTank
SpiritHoods - Fashion/Beauty: SpiritHoods - Fashion Accessories,,SharkTank
FoHawx - Fitness/Sports/Outdoors: FoHawx - Baby and Child Care,,SharkTank
VirtuixOmni - Electronics: Virtuix Omni - Electronics,,SharkTank
TipsyElves - Fashion/Beauty: Tipsy Elves - Holiday Cheer,,SharkTank
OneLifeProducts - Lifestyle/Home: One Life Products - Holiday Cheer,,SharkTank
CashmereHair - Fashion/Beauty: Cashmere Hair - Personal Care and Cosmetics,,SharkTank
Lite-Netics - Lifestyle/Home: Lite-Netics - Holiday Cheer,,SharkTank
GrooveBook - Software/Tech: GrooveBook - Consumer Services,,SharkTank
TheWallDoctoRX - Lifestyle/Home: The Wall DoctoRX - Home Improvement,,SharkTank
BounceBootCamp - Children/Education: Bounce Boot Camp - Baby and Children's Entertainment,,SharkTank
EyeBloc - Software/Tech: EyeBloc - Novelties,,SharkTank
LockerBones - Children/Education: LockerBones - Storage and Cleaning Products,,SharkTank
InvisiPlug - Software/Tech: InvisiPlug - Home Accessories,,SharkTank
BalloonDistractions - Children/Education: Balloon Distractions - Baby and Children's Entertainment,,SharkTank
AlaskaGlacialMudCo. - Fashion/Beauty: Alaska Glacial Mud Co. - Personal Care and Cosmetics,,SharkTank
SwimZip - Children/Education: SwimZip - Baby and Child Care,,SharkTank
FreshlyPicked - Children/Education: Freshly Picked - Baby and Children's Apparel and Accessories,,SharkTank
FitDeck - Fitness/Sports/Outdoors: FitDeck - Fitness Programs,,SharkTank
LifeCaps - Health/Wellness: LifeCaps - Homeopathic Remedies,,SharkTank
TheCookieDoughCafe - Food and Beverage: The Cookie Dough Cafe - Specialty Food,,SharkTank
Cycloramic - Software/Tech: Cycloramic - Mobile Apps,,SharkTank
Nexersys - Fitness/Sports/Outdoors: Nexersys - Fitness Equipment,,SharkTank
CowWowCerealMilk - Food and Beverage: Cow Wow Cereal Milk - Baby and Children's Food,,SharkTank
SpyEscapeAndEvasion - Children/Education: Spy Escape and Evasion - Professional Services,,SharkTank
SouthernCultureArtisanFoods - Food and Beverage: Southern Culture Artisan Foods - Specialty Food,,SharkTank
DDPYoga - Fitness/Sports/Outdoors: DDP Yoga - Fitness Programs,,SharkTank
Moberi - Food and Beverage: Moberi - Specialty Food,,SharkTank
Bambooee - Lifestyle/Home: Bambooee - Storage and Cleaning Products,,SharkTank
Buzzy4Shots - Health/Wellness: Buzzy4Shots - Baby and Child Care,,SharkTank
ZipIt - Lifestyle/Home: ZipIt - Baby and Children's Bedding,,SharkTank
Cheek'd - Software/Tech: Cheek'd - Consumer Services,,SharkTank
U-Lace - Fashion/Beauty: U-Lace - Baby and Children's Apparel and Accessories,,SharkTank
RevoLights - Fitness/Sports/Outdoors: RevoLights - Cycling,,SharkTank
SqueekyKnees - Children/Education: Squeeky Knees - Baby and Children's Apparel and Accessories,,SharkTank
TheBufferBit - Fashion/Beauty: The Buffer Bit - Automotive,,SharkTank
