idea_text,label,source
Send A Ball - Services: bouncy ball postcard service,0,SharkTank
Qubits - Children: modular construction blocks STEM toy,1,SharkTank
Pillars of Slippers - Software_Tech: shoe shopping experience for women,0,SharkTank
Llama Brew - Fitness_Outdoors: liquid llama-based dung fertilizer,0,SharkTank
Nubrella - Clothing_Fashion: hands-free umbrella and windbreaker system,1,SharkTank
Wurkin Stiffs - Accessories_Gadgets: Embedded magnet accessory to keep your shirt collars stiff,1,SharkTank
Tippi Toes - Fitness_Outdoors: Dance school franchise for children ages 18 months to 12 years old,1,SharkTank
CBS Foods - The Original Shrimp Burger - Food_Beverage: The original shrimp burger,0,SharkTank
Copa di Vino - Lifestyle_Home: An ergonomic shaped glass that holds wine.,0,SharkTank
Toygaroo - Children: Online Toy Rental Service – Netflix For Toys,1,SharkTank
"Wake n' Bacon - Lifestyle_Home: An alarm clock that instead of waking you up with a loud noise, will wake you up by sizzling bacon and smelling up the room.",0,SharkTank
Vurtego - Fitness_Outdoors: Adult pogo stick that lets you control your bounce height for extreme pogoing,0,SharkTank
"First Defense Nasal Screen - Health_SelfCare: Non inserted, hypo allergenic, self-adhering nasal nose filter",1,SharkTank
Mod Mom Furniture - Children: Kids toys and furniture,1,SharkTank
Fitness Stride - Fitness_Outdoors: Special fitness resistance bands that increase in resistance as you workout,0,SharkTank
"Flipoutz - Children: Toy bracelets with collectible, tradeable flipout coins. bracelets holding 5 coins that kids collect, trade and follow online at Flipoutz.com as the coins travel the world.",1,SharkTank
Pure Ayre - Health_SelfCare: Natural odor eliminator,0,SharkTank
Ride - Lifestyle_Home: Fold out child seat that attaches to luggage,1,SharkTank
Uncle Zip's Beef Jerky - Food_Beverage: Authentic homemade preservative-free and chemical-free beef jerky,0,SharkTank
Hillbilly Brand - Clothing_Fashion: Clothing for rednecks and truckers,1,SharkTank
Broccoli Wad - Accessories_Gadgets: The ultimate money band for holding cash,1,SharkTank
Fridge Fronts - Lifestyle_Home: Decorative magnetic skins for refrigerators,1,SharkTank
"New Era Brands Clip - Lifestyle_Home: Kroupa created a small container of mints and gum that clips on to backpacks, purses, and other convenient spots, for breath freshening on the go.",0,SharkTank
Thin Gloss - Cosmetics_Beauty: Lip gloss that suppresses your appetite to help keep you thin,0,SharkTank
Lightfilm - Travel_Auto: LED backlit logos and decals for your vehicle window,1,SharkTank
"Hot Mama Gowns - Clothing_Fashion: Maternity gowns made of 100% organic cotton, designed for breastfeeding moms",0,SharkTank
Caddy Swag - Travel_Auto: Cooler that fits inside your golf bag,0,SharkTank
"Daisy Cakes - Food_Beverage: Authentic, hand-sifted, homemade cakes",1,SharkTank
Sweep Easy - Lifestyle_Home: Broom with an attached scraper,1,SharkTank
Carsik Bib - Lifestyle_Home: Disposable bib with a water-tight pouch for catching throw-up,0,SharkTank
Hydromax - Fitness_Outdoors: Shoulder mounted hydration system keeping athletes hydrated on the field,1,SharkTank
Ecomowers - Fitness_Outdoors: Eco-friendly push mowers,0,SharkTank
Games2U - Media_Entertainment: On-site games truck and entertainment services that brings games to you,0,SharkTank
Origaudio - Software_Tech: vibration tech that turns any empty vessel into audio speakers,1,SharkTank
Man Candle - Lifestyle_Home: Scented candles for men,0,SharkTank
Original Runner Company - Clothing_Fashion: Non-slip fabric aisle runners,0,SharkTank
HyConn - Accessories_Gadgets: Fast connector for fire hydrants and hoses,1,SharkTank
CitiKitty - PetProducts: Cat toilet training kit,1,SharkTank
Samson Martin - Clothing_Fashion: Maternity line customized with an expecting mother’s due date,0,SharkTank
Aldo Orta Jewelry - Accessories_Gadgets: Designer jewelry by Aldo Orta,1,SharkTank
One Sole - Clothing_Fashion: Interchangeable shoe,1,SharkTank
The Clean Bottle - Lifestyle_Home: Easy wash BPA-free water bottle with removable bottom,1,SharkTank
My Wonderful Life - Software_Tech: Online funeral planning tools,0,SharkTank
Business Ghost - Services: Professional ghost-writing services company,0,SharkTank
EZ VIP - Media_Entertainment: Events company that allows you to book VIP service in advance,1,SharkTank
I Want To Draw A Cat For You - Children: Custom cat drawings,1,SharkTank
Salespreneur - Education: Two part book system that teaches anyone how to become a master sales person,0,SharkTank
Vegas Magic Show - Media_Entertainment: Vegas magic show Starring Rick Smith,0,SharkTank
Invis - Travel_Auto: Collapsible cargo rack for truck beds,0,SharkTank
Chord Buddy - Education: Guitar chord learning system and tools,1,SharkTank
Liquid Money - Cosmetics_Beauty: Money scented cologne,0,SharkTank
Tail Lightz - Accessories_Gadgets: LED light embroidery designs,0,SharkTank
You Smell Soap - Lifestyle_Home: Luxury soaps with personality,1,SharkTank
The Swilt - Clothing_Fashion: Snuggi-like fleece sweater and quilt hoodie,0,SharkTank
Show No - Lifestyle_Home: poncho shaped bath towel,1,SharkTank
Puppy Cake - PetProducts: Wheat-free cake mix for dogs,0,SharkTank
Wine Balloon - Accessories_Gadgets: Air bulb pump for wine preservation,1,SharkTank
The Last Lid - Lifestyle_Home: Water-resistant and critter-resistant kevlar fabric cover for garbage bins,1,SharkTank
Ledge Pillow - Lifestyle_Home: Memory foam pillow designed for women who sleep on their chests,0,SharkTank
Talbott Teas - Food_Beverage: Line of uniquely blended teas,1,SharkTank
M3 Girl Designs - Accessories_Gadgets: Bottle cap jewelry,1,SharkTank
"Five Minute Furniture - Lifestyle_Home: Furniture that can be assembled quickly without the use of screws, nails or tools",0,SharkTank
The Painted Pretzel - Food_Beverage: Variety of chocolate and candy coated pretzels,1,SharkTank
Esso Watches - Accessories_Gadgets: Negative ion bracelets,0,SharkTank
Readerest Specsecure - Accessories_Gadgets: Magnetic clip for holding eyeglasses,1,SharkTank
Kisstixx - Cosmetics_Beauty: Lip balms in fun flavors on each end,1,SharkTank
The Smart Baker - Lifestyle_Home: Conversion chart apron and cupcake tower stand,1,SharkTank
The Heat Helper - Lifestyle_Home: Device redirects the hot air from any home clothes dryer back into the house,0,SharkTank
Technology Enabled Clothing - Clothing_Fashion: Apparel with pockets specially designed to hold tech gadgets,0,SharkTank
The Original Profender - Software_Tech: Basketball training aid that simulates a real defender,0,SharkTank
Nardo's Natural - Health_SelfCare: Hand-made organic skin care products,1,SharkTank
Rent - Software_Tech: App for hiring elderly women for child and pet care,0,SharkTank
Litter - Clothing_Fashion: Full body chain jewelry,1,SharkTank
Tower Paddle Boards - Fitness_Outdoors: Stand-Up Paddle Boards,1,SharkTank
"Instant Lifts - Cosmetics_Beauty: Skin adhesives that lift and reposition your skin for a tighter, firmer look",0,SharkTank
Vinamor - Accessories_Gadgets: Wine aerator,0,SharkTank
MisoMedia - Software_Tech: Music education software connecting students with teachers,1,SharkTank
The Ave Venice - Clothing_Fashion: Custom screen-printed footwear and apparel,0,SharkTank
Bark’em’s To Go - PetProducts: Pre-packaged dog meal kits,0,SharkTank
Brewer’s Cow - Food_Beverage: Beer infused ice cream,0,SharkTank
GoGo Gear - Clothing_Fashion: Fashionable safety gear for motorcyclists,1,SharkTank
Blondies Cookies - Food_Beverage: Specialty cookies and brownies,0,SharkTank
ViewSport - Clothing_Fashion: Sweat activated fitness apparel,0,SharkTank
"The Sullivan Generator - Other: The Texas inventor claimed he had a design for a generator, eponymously named “The Sullivan Generator,” that could generate electricity by harnessing the spin of the earth",0,SharkTank
Copa di Vino - Lifestyle_Home: An ergonomic shaped glass that holds wine. They returned to the tank!,0,SharkTank
"Nail Pak - Cosmetics_Beauty: Nail Polish Kits That Come With Polish, A Nail File And Presoaked Polish Remover",1,SharkTank
Debbie Brooks Handbags - Clothing_Fashion: High-end fashion hand bags that have changeable magnets,0,SharkTank
Trimi Tank - Clothing_Fashion: tank tops with interchangeable straps,0,SharkTank
Lollacup - Children: Stylish and functional sippy cup with a weighted straw,1,SharkTank
AirBedz - Travel_Auto: Truck bed air mattress,0,SharkTank
Skyride - Media_Entertainment: Human-powered roller coaster,0,SharkTank
Boot Illusions - Accessories_Gadgets: Leather fabric that slips over a womens heels and makes them appear as boots,1,SharkTank
Villy Customs - Fitness_Outdoors: Cruiser bicycles for adults,1,SharkTank
Wild Squirrel Nut Butter - Food_Beverage: All natural nut butters,1,SharkTank
CAB20 - Media_Entertainment: garage rock band,0,SharkTank
Mix Bikini - Clothing_Fashion: reversible and interchangeable bikini tops and bottoms,1,SharkTank
Billy Blanks Jr.'s Dance With Me - Fitness_Outdoors: Dance fitness workout,1,SharkTank
Cougar Limited - Food_Beverage: Energy drink for women who identify as cougars,0,SharkTank
Remyxx ReKixx Sneakers - Clothing_Fashion: recycled sneakers,1,SharkTank
The NitroForce Titan 1000 - Fitness_Outdoors: Full body workout home gym,0,SharkTank
"UniKey Technologies - Software_Tech: Mobile platform to replace keys, codes, and passwords by turning a smartphone into a universal electronic key",1,SharkTank
CoatChex - Software_Tech: ticketless technology for checking services,0,SharkTank
Bev Buckle - Accessories_Gadgets: drink holding belt,1,SharkTank
Body Walking - Health_SelfCare: bodywalking massage therapy,0,SharkTank
Buggy Beds - Lifestyle_Home: early detection glue trap that lures & traps bed bugs,1,SharkTank
SurfSet Fitness - Fitness_Outdoors: Surfboard exercise equipment and group fitness classes,1,SharkTank
"Alpha M - Cosmetics_Beauty: Men’s styling, grooming and fitness coaching and consulting services.",0,SharkTank
"eCreamery - Food_Beverage: Custom gourmet ice cream, gelato and sorbet manufacturer that sells through online",0,SharkTank
CATEapp - Software_Tech: allows you to hide text and voice messages on your smart phone,1,SharkTank
Liz Lovely Cookies - Food_Beverage: vegan cookies,0,SharkTank
Rock Bands - Accessories_Gadgets: fashion leather wristbands,1,SharkTank
FuzziBunz - Children: cloth diapers,0,SharkTank
Posture Now - Health_SelfCare: back brace that improves posture,1,SharkTank
Back 9 Dips - Food_Beverage: protein-based dips,1,SharkTank
Lifter Hamper - Lifestyle_Home: spring-loaded laundry hamper that raises clothes up from the bottom so that you don’t have to bend over,0,SharkTank
Bag Bowl - Lifestyle_Home: zippered storage bags,1,SharkTank
Zomm - Software_Tech: Wireless leash for mobile phones,0,SharkTank
Cozy Bug - Clothing_Fashion: children’s clothing line featuring pillow dresses,1,SharkTank
Wired Waffles - Food_Beverage: caffeinated waffles,0,SharkTank
Spatty - Lifestyle_Home: micro spatula for getting the last bits of product out of your mini containers,0,SharkTank
Marz Sprays - Health_SelfCare: Supplement sprays for people who dont like to swallow pills,1,SharkTank
"Cousins Maine Lobster - Food_Beverage: Local, fresh, lobster food truck",1,SharkTank
Freaker USA - Accessories_Gadgets: beverage cooler sleeve,0,SharkTank
PRO - Food_Beverage: protein infused flavored water,1,SharkTank
Eco Nuts - Lifestyle_Home: Reusable tree nuts used as an all natural laundry detergent,0,SharkTank
Scrub Daddy - Lifestyle_Home: Flextexture sponge that’s soft in hot water and hard in cold water,1,SharkTank
The Bear & The Rat - PetProducts: frozen yoghurt dog treats,0,SharkTank
"SBU - Media_Entertainment: Hands-free, battery-powered unicycle",1,SharkTank
Shemie - Clothing_Fashion: Reinvented line of slips for every woman’s body type,0,SharkTank
Cool Wazoo - Lifestyle_Home: Multi-Functional Heat Resistant Changing Pad,1,SharkTank
No Fly Cone - PetProducts: Non toxic cone shaped fly trap that sits on top of dog piles and catches flies on the inside so that you dont have to see them,0,SharkTank
PlateTopper - Lifestyle_Home: Turns plates into airtight food storage containers,1,SharkTank
Drive Suits - Children: Transformers-like wearable car suits,1,SharkTank
PC Classes Online - Education: Online computer classes for people over 50 years old,0,SharkTank
ReVestor - Software_Tech: Algorithmic real estate investing website,0,SharkTank
"Ice Chips - Food_Beverage: Naturally sweetened, xylitol, sugar-free candy",1,SharkTank
Nearly Newlywed - Software_Tech: Designer wedding dress rental platform,0,SharkTank
Corks Away - Services: Wine adventures on the high seas,0,SharkTank
Tie Try - Services: subscription based tie rental service,0,SharkTank
Ruckpack - Food_Beverage: caffeine-free energy shot,1,SharkTank
The Coop - Services: party planning services for kids and adults,1,SharkTank
Fat Ass Fudge - Food_Beverage: lactose-free fudge made from goat’s milk,0,SharkTank
The Living Christmas Company - Services: live Christmas tree delivery for California residents,1,SharkTank
Partie Poche - Accessories_Gadgets: pocketed leg strap for holding cell phones and other small items,0,SharkTank
The GameFace Company - Media_Entertainment: temporary full face tattoos and costume masks,1,SharkTank
ARKEG - Media_Entertainment: arcade game with a built in beer keg,0,SharkTank
Dura - Fitness_Outdoors: tent for protecting picnic tables from the weather and pests,0,SharkTank
Hot Tot - Children: special hair care products for babies and children,1,SharkTank
Coffee Joulies - Food_Beverage: Stainless Steen Beans That Absorb Heat To Keep Coffee At The Perfect Temperature,1,SharkTank
Teddy Needs a Bath - Lifestyle_Home: Washer And Dryer Bag For Protecting Stuffed Animals In The Wash,1,SharkTank
Sub Zero Ice Cream - Food_Beverage: flash-frozen liquid nitrogen ice cream,0,SharkTank
Urbio - Lifestyle_Home: vertical garden wall planters and wall organizers,1,SharkTank
Bibbitec - Lifestyle_Home: torso length bib made from stain-proof materials,0,SharkTank
SoundBender - Media_Entertainment: sound amplifier for ipads,1,SharkTank
CuddleTunes - Children: music playing teddy bear,0,SharkTank
Xero Shoes - Clothing_Fashion: the original barefoot sandals and shoes,0,SharkTank
"The Green Garmento - Lifestyle_Home: Multi-functional, reusable garment bags for dry cleaning",0,SharkTank
Grinds - Other: Pouches of flavored coffee alternative to chewing tobacco,1,SharkTank
My Cold Snap - Accessories_Gadgets: Ice holding cup that snaps onto a can of beer to keep it cool,0,SharkTank
Hoodie Pillow - Lifestyle_Home: Pillow case with a hood attached,1,SharkTank
Gotta Have S'More - Food_Beverage: melted marshmallows and muffin desserts,0,SharkTank
How Do You Roll? - Food_Beverage: Fast-Food Sushi Restaurant Franchise Based In Texas,1,SharkTank
Pretty Padded Room - Services: online therapy and counseling services,0,SharkTank
SmartWheel - Software_Tech: intelligent steering wheel that helps prevent distracted driving,1,SharkTank
Addison's Wonderland - Lifestyle_Home: designer bedding and decor for children’s rooms,0,SharkTank
Muddy Water Camo - Clothing_Fashion: camouflage clothing line and gear,0,SharkTank
Hip Chixs - Clothing_Fashion: slimming jeans that hide muffin tops,0,SharkTank
Proof Eyewear - Accessories_Gadgets: collection of wood and acetate eyeglass and sunglass frames,0,SharkTank
Nuts 'n More - Food_Beverage: high protein almond and butter spreads and snacks,1,SharkTank
Psi Bands - Health_SelfCare: acupressure wrist bands,0,SharkTank
Neo Innovations - Software_Tech: tattoo removal device,0,SharkTank
Jeska Shoe Company - Clothing_Fashion: women’s shoes with interchangeable soles,1,SharkTank
Baby Loves Disco - Children: Dance Parties For Kids,0,SharkTank
Lose 12 Inches With Any 12 Workouts - Fitness_Outdoors: full body exercise program,1,SharkTank
CellHelmet - Accessories_Gadgets: cell phone screen protection,0,SharkTank
CordaRoy's - Lifestyle_Home: convertible bean bag bed and chair,1,SharkTank
Drop Stop - Accessories_Gadgets: device for preventing objects from falling in between car gaps,1,SharkTank
Traditional Fisheries - Food_Beverage: seafood distribution company centered around lionfish,0,SharkTank
Simple Sugars - Cosmetics_Beauty: sugar and almond oil exfoliating scrub and moisturizer,1,SharkTank
CoolWraps - Lifestyle_Home: shrinking gift wrap technology,1,SharkTank
Liddup - Other: cooler with built in LED lights,1,SharkTank
Echo Valley Meats - Food_Beverage: Family owned and operated meat company.,0,SharkTank
Rootsuit - Clothing_Fashion: skin-tight full-body neon suits,0,SharkTank
Gobie H2O - Other: Gobie H2O is former industrial designer Allen's answer to the over 50 MILLION plastic water bottles discarded every day in the USA. He figured putting a quality filtered water bottle into consumers' hands could help bring down the volume of plastic trash generated by water bottles.,1,SharkTank
Shell Bobbers - Fitness_Outdoors: shotgun shell fishing bobbers,1,SharkTank
Wicked Good Cupcakes - Food_Beverage: decadent mail-ordered cupcakes in a jar,1,SharkTank
Tremont Electric - Software_Tech: human-powered charger for mobile devices,0,SharkTank
The Mission Belt - Accessories_Gadgets: easily adjustable notchless belt,1,SharkTank
MistoBox - Food_Beverage: subscription box showcasing local and novelty coffees,1,SharkTank
"Squirrel Boss - Fitness_Outdoors: Remote controlled, squirrel zapping bird feeder",0,SharkTank
The Vermont Butcher Block & Board Company - Lifestyle_Home: custom home fursnishings and woodwork,0,SharkTank
Mee - Food_Beverage: authentic creole gumbo bricks,1,SharkTank
Baby's Badass Burgers - Food_Beverage: burger restaurant and franchise,0,SharkTank
Track Days - Media_Entertainment: A movie about motorcycle racing.  It is a production startup seeking investment.,0,SharkTank
KaZAM - Children: balance bike for kids to work up to two-wheeled bicycles,1,SharkTank
Pink Shutter Photobooths - Services: photo booth rental service,1,SharkTank
Jones Scones - Food_Beverage: all natural cream scones,0,SharkTank
LugLess - Services: luggage delivery service,0,SharkTank
Geek Chic - Lifestyle_Home: hand-crafted geeky furniture,1,SharkTank
Stella Valle - Accessories_Gadgets: charm jewelry and bracelets,1,SharkTank
"Three Day Rule - Services: exclusive, invitation only matchmaking service",0,SharkTank
Ryan's Barkery - PetProducts: all-natural dog treats and biscuits,1,SharkTank
Tom + Chee - Food_Beverage: chain of grilled cheese and tomato soup shops,1,SharkTank
VerbalizeIt - Services: human-powered translation service,1,SharkTank
Postcard on the Run - Software_Tech: mobile app that allows users to take photographs from their mobile phone and personalize it with messages,1,SharkTank
Lynnae's Gourmet Pickles - Food_Beverage: gourmet pickles,0,SharkTank
RoloDoc - Software_Tech: social network for the medical community,0,SharkTank
Sweet Ballz - Food_Beverage: cake balls,1,SharkTank
Mango Mango - Food_Beverage: Mango Preserves,0,SharkTank
Breathometer - Software_Tech: personal breathalyzer attachment for smartphone,1,SharkTank
Man Medals - Accessories_Gadgets: medals awarded to men for completing household chores,0,SharkTank
Kane & Couture - PetProducts: fashionable dog apparel and accessories,1,SharkTank
Fairytale Wishes - Children: aromatherapy sprays to help kids sleep,0,SharkTank
"The Freeloader - Children: child carriers and special purpose backpacks for hiking, travel, and special needs",1,SharkTank
Kookn' Kap - Lifestyle_Home: protects your hair from smelling like food while cooking,0,SharkTank
Rapid Ramen Cooker - Lifestyle_Home: ramen noodle cooker,1,SharkTank
Sunday Night Slow Jams - Media_Entertainment: radio station serving slow jams,0,SharkTank
Hamboards - Fitness_Outdoors: surfboard style skateboards,1,SharkTank
Scan - Software_Tech: QR reader and barcode scanner app,0,SharkTank
"ScreenMend - Lifestyle_Home: easy, inexpensire patch for window screen repairs",1,SharkTank
RuffleButts and RuggedButts - Children: line of apparel and accessories for babies and toddlers,1,SharkTank
Bare Ease - Cosmetics_Beauty: prep kit that numbs the skin of the bikini area before a waxing or laser treatment to reduce pain,0,SharkTank
"Rent A Goat - Services: cost-effective, eco-friendly, super cute weed removing goats",0,SharkTank
Veggie Mama Garden Pops - Food_Beverage: frozen fruit and veggie bars,1,SharkTank
FiberFix - Other: heavy-duty fiber tape,1,SharkTank
Elephant Chat - Other: glass encased stuffed elephant used to help couples talk about uncomfortable issues,0,SharkTank
"Ten Thirty One Productions - Media_Entertainment: LA Haunted Hayride. A horror filled ride through Griffith Park in LA that features ghosts, scary clowns, witches, and maniac killers.",1,SharkTank
Total Merchant Resources - Services: offers small business loans for businesses in need of capital,1,SharkTank
Better Life - Lifestyle_Home: all-natural multipurpose cleaning products,1,SharkTank
180Cup - Other: 2-in-1 plastic cup and shot glass,1,SharkTank
Kymera Body Board - Fitness_Outdoors: the original electric jet-powered body board,0,SharkTank
"Tree - Other: water conserving, cone shaped, water and nutrient containment system designed for trees 1-5 years old",1,SharkTank
Schulzies Bread Pudding - Food_Beverage: Dessert restaurant service 108 flavors of bread pudding,0,SharkTank
Paparazzi Proposals - Services: surprise proposal and engagment photography,1,SharkTank
BellyBuds - Other: headphones for pregnant bellies,0,SharkTank
PetPaint - PetProducts: Pet-safe color hairspray for dogs,0,SharkTank
Ring - Lifestyle_Home: Video doorbells and security cameras for your smartphone,0,SharkTank
Slawsa - Food_Beverage: slaw and salsa condiment,0,SharkTank
Magic Moments - Software_Tech: An app that lets the user take pictures of things and turn them into T-shirts,0,SharkTank
Surprise Ride - Children: educational subscription box for kids selling children’s activity kits and toys,0,SharkTank
Yubo - Children: line of personalized lunchboxes,1,SharkTank
PurseCase - Accessories_Gadgets: phonecase worn like a purse,1,SharkTank
Chocomize - Food_Beverage: customizable chocolate and custom corporate gifts,0,SharkTank
Grace and Lace - Clothing_Fashion: women’s apparel company,1,SharkTank
SpiritHoods - Clothing_Fashion: animal inspired faux-fur hoodies,0,SharkTank
Virtuix Omni - Media_Entertainment: virtual reality (VR) gaming omni directional treadmill allowing unlimited 360 movement,0,SharkTank
FoHawx - Travel_Auto: fun fohawk helmet designs,0,SharkTank
De - Food_Beverage: boneless baby back ribs,1,SharkTank
Lite - Lifestyle_Home: magnetic holiday lights,0,SharkTank
The Hanukkah Tree Topper - Lifestyle_Home: Star of David decoration that sits atop a Christmas tree,1,SharkTank
Cashmere Hair - Cosmetics_Beauty: high quality clip in hair extensions,0,SharkTank
"Tipsy Elves - Clothing_Fashion: A collection of quirky and humorous Christmas-themed sweaters, sweater dresses, jumpsuits and accessories.",1,SharkTank
Bounce Boot Camp - Children: mobile obstacle course for children,0,SharkTank
The Wall DoctoRX - Lifestyle_Home: drywall repair kit,1,SharkTank
EyeBloc - Accessories_Gadgets: web cam cover,0,SharkTank
GrooveBook - Software_Tech: photo album and photo book making app,1,SharkTank
Alaska Glacial Mud Co. - Health_SelfCare: spa-quality masques Alaskan mineral mud masques and soaps,0,SharkTank
InvisiPlug - Lifestyle_Home: power adapters designed to blend in with your home decor,1,SharkTank
LockerBones - Other: customizable shelving system and organizer for lockers,1,SharkTank
Balloon Distractions - Services: service that you with provides balloon artists for your events,0,SharkTank
SwimZip - Children: sun protective smimwear for children,1,SharkTank
FitDeck - Fitness_Outdoors: exercise playing flash cards,0,SharkTank
LifeCaps - Food_Beverage: survival pill food supplement for emergency situations,0,SharkTank
Freshly Picked - Clothing_Fashion: high quality baby moccasins,1,SharkTank
Cow Wow Cereal Milk - Food_Beverage: cereal flavored milk,0,SharkTank
The Cookie Dough Cafe - Food_Beverage: gourmet edible cookie dough,1,SharkTank
Nexersys - Fitness_Outdoors: high intensity interval training exercise equipment,0,SharkTank
Cycloramic - Software_Tech: panoramic view photo app,1,SharkTank
"Moberi - Food_Beverage: bike pedal-powered superfood store serving acai bowls, smoothies and more",0,SharkTank
Spy Escape and Evasion - Education: home and personal defense courses and resources,1,SharkTank
DDP Yoga - Fitness_Outdoors: yoga workout series,0,SharkTank
"Southern Culture Artisan Foods - Food_Beverage: premium, gourmet southern-style foods",1,SharkTank
Cheek'd - Services: dating service where you pass cards to strangers who then view your profile online,0,SharkTank
ZipIt - Children: sleeping bag bed set that makes it easier for kids to make their beds,0,SharkTank
Bambooee - Lifestyle_Home: reusable paper towel made from sustainably sourced bamboo,1,SharkTank
"Buzzy4Shots - Software_Tech: cold pad device to relieve pain from injections, vaccinations, IVF, or diabetes needles",0,SharkTank
RevoLights - Accessories_Gadgets: Bike lighting system using rings of LED lights attached to a bicycle’s wheel,1,SharkTank
Squeeky Knees - Children: Squeaky pants for kids that let you know where they are,0,SharkTank
The Buffer Bit - Lifestyle_Home: power drill polishing kit,0,SharkTank
ULace - Clothing_Fashion: No tie shoe laces,1,SharkTank
Define Bottle - Food_Beverage: Fruit infuser water bottle,0,SharkTank
iReTron - Services: online electronics recycling,1,SharkTank
